0, 80, 0.00000, 0.00000, 0.00000, 0.00000, -2.06911, 0.19865, 0.82309
100, 8080, 2.92000, 0.91913, 2.92000, 0.91913, -1.64738, 0.08526, 0.38941
200, 16080, 3.40000, 0.75613, 3.40000, 0.75613, -1.63353, 1.62933, -0.96699
300, 24080, 3.24000, 0.48000, 3.24000, 0.48000, -2.02388, 0.57802, 0.03612
400, 32080, 2.76000, 0.16000, 2.76000, 0.16000, -1.77844, 0.34915, -0.14055
500, 40080, 3.08000, 0.95554, 3.08000, 0.95554, -1.81639, 4.34809, -1.73442
600, 48080, 3.24000, 0.30638, 3.24000, 0.30638, -1.86995, 0.62151, 0.05961
700, 56080, 3.24000, 0.80000, 3.24000, 0.80000, -1.93897, 1.01585, -0.48566
800, 64080, 4.28000, 3.40164, 4.28000, 3.40164, -1.99622, 0.74395, -0.14827
900, 72080, 3.16000, 0.36950, 3.16000, 0.36950, -1.81944, 2.66465, -0.97306
1000, 80080, 3.48000, 0.00000, 3.48000, 0.00000, -1.92662, 0.05433, 0.40811
1100, 88080, 3.72000, 1.55400, 3.72000, 1.55400, -1.97793, 0.04617, 0.36579
1200, 96080, 2.04000, 0.96000, 2.04000, 0.96000, -2.01833, 0.02981, 0.29486
1300, 104080, 3.00000, 0.32000, 3.00000, 0.32000, -1.95334, 0.02751, 0.24342
1400, 112080, 3.16000, 0.36950, 3.16000, 0.36950, -1.91463, 1.88852, -0.82973
1500, 120080, 2.68000, 0.80531, 2.68000, 0.80531, -1.80564, 0.02199, 0.18750
1600, 128080, 3.75000, 1.26042, 3.75000, 1.26042, -1.86979, 0.03790, 0.29909
1700, 136080, 3.00000, 0.18475, 3.00000, 0.18475, -1.87304, 0.04324, 0.33479
1800, 144080, 2.85000, 0.44347, 2.85000, 0.44347, -1.73421, 0.03685, 0.29523
1900, 152080, 2.92000, 0.16000, 2.92000, 0.16000, -1.79662, 0.47270, -0.08164
2000, 160080, 3.16000, 1.35764, 3.16000, 1.35764, -1.73554, 1.73184, -0.89230
2100, 168080, 2.28000, 0.65970, 2.28000, 0.65970, -1.80467, 0.06826, 0.40536
2200, 176080, 3.56000, 0.65970, 3.56000, 0.65970, -1.74123, 0.04709, 0.34964
2300, 184080, 2.76000, 0.40266, 2.76000, 0.40266, -1.79385, 0.04695, 0.33558
2400, 192080, 3.40000, 0.75613, 3.40000, 0.75613, -1.79072, 0.10977, 0.47250
2500, 200080, 3.62000, 1.34878, 3.62000, 1.34878, -1.74284, 0.74937, -0.26144
2600, 208080, 3.72000, 1.02450, 3.72000, 1.02450, -1.55379, 0.04156, 0.23131
2700, 216080, 2.84000, 0.26128, 2.84000, 0.26128, -1.36565, 0.01117, 0.12803
2800, 224080, 3.00000, 0.32000, 3.00000, 0.32000, -1.72088, 0.03288, 0.26704
2900, 232080, 2.52000, 0.64000, 2.52000, 0.64000, -1.80058, 0.03876, 0.30567
3000, 240080, 3.24000, 0.30638, 3.24000, 0.30638, -1.83537, 1.20857, -0.38103
3100, 248080, 3.00000, 0.18475, 3.00000, 0.18475, -1.85343, 0.06057, 0.36313
3200, 256080, 3.48000, 2.21702, 3.48000, 2.21702, -1.98990, 0.04563, 0.36201
3300, 264080, 2.84000, 0.00000, 2.84000, 0.00000, -1.94540, 1.25602, -0.69216
3400, 272080, 3.00000, 0.32000, 3.00000, 0.32000, -1.98992, 0.08757, 0.50510
3500, 280080, 3.08000, 0.30638, 3.08000, 0.30638, -1.96879, 0.74328, -0.21176
3600, 288080, 2.84000, 0.00000, 2.84000, 0.00000, -1.90035, 0.03919, 0.29207
3700, 296080, 3.40000, 0.75613, 3.40000, 0.75613, -1.88259, 1.64415, -0.86169
3800, 304080, 3.40000, 0.16000, 3.40000, 0.16000, -1.91144, 0.06000, 0.42637
3900, 312080, 2.84000, 0.00000, 2.84000, 0.00000, -1.81720, 1.73923, -0.95697
4000, 320080, 3.08000, 0.30638, 3.08000, 0.30638, -1.84072, 0.03087, 0.26886
4100, 328080, 3.16000, 0.36950, 3.16000, 0.36950, -1.57932, 0.01467, 0.14684
4200, 336080, 3.08000, 1.20797, 3.08000, 1.20797, -1.69223, 2.42713, -1.12138
4300, 344080, 3.64000, 1.39485, 3.64000, 1.39485, -1.72828, 0.19575, 0.11586
4400, 352080, 3.32000, 0.18475, 3.32000, 0.18475, -1.81168, 2.84348, -1.48920
4500, 360080, 3.40000, 0.75613, 3.40000, 0.75613, -1.89897, 1.52443, -0.58040
4600, 368080, 3.08000, 0.30638, 3.08000, 0.30638, -1.84675, 4.96301, -2.53037
4700, 376080, 4.04000, 1.12000, 4.04000, 1.12000, -1.93333, 0.32389, -0.04091
4800, 384080, 2.92000, 1.17938, 2.92000, 1.17938, -1.89777, 3.34443, -1.97173
